movieID|Name|IMDBid|Year|url|rtid|crating|cscore|arating|ascore|genre
384|Bad Company|0280486|2002|http://ia.media-imdb.com/images/M/MV5BMjE5NDM2OTEyNF5BMl5BanBnXkFtZTcwNzQ2NjAyMQ@@._V1._SY314_CR2,0,214,314_.jpg|1114548-bad_company|3.9|16|2.8|42|Action^Crime^Drama
385|A Man of No Importance|0110455|1994|http://ia.media-imdb.com/images/M/MV5BMTkxMTI4MjIzMV5BMl5BanBnXkFtZTcwNjg1MjA0MQ@@._V1._SX192_SY276_.jpg|man_of_no_importance|7|66|3.6|62|Drama
386|S.F.W.|0111048|1994|http://ia.media-imdb.com/images/M/MV5BMTUwMjUxNjc5MF5BMl5BanBnXkFtZTcwMjk0NTYyMQ@@._V1._SY314_CR4,0,214,314_.jpg|sfw|3.2|0|3|49|Drama
387|A Low Down Dirty Shame|0110399|1994|http://ia.media-imdb.com/images/M/MV5BMTk4Mzk0NDU2OF5BMl5BanBnXkFtZTcwODM5NjUyMQ@@._V1._SY314_CR2,0,214,314_.jpg|low_down_dirty_shame|3.6|0|2.9|58|Action^Comedy
388|This Boy's Life|0108330|1993|http://ia.media-imdb.com/images/M/MV5BMTgyODM0NTIzOV5BMl5BanBnXkFtZTcwOTQ1MjMyMQ@@._V1._SX214_CR0,0,214,314_.jpg|this_boys_life|6.3|40|3.5|76|Drama
389|Le colonel Chabert|0109454|1994|http://ia.media-imdb.com/images/M/MV5BMTM1NTEyNjQ3MF5BMl5BanBnXkFtZTcwMzg4NTYxMQ@@._V1._SX214_CR0,0,214,314_.jpg|1058427-colonel_chabert|7.1|100|3.6|59|Drama^Romance^War
390|Faster, Pussycat! Kill! Kill!|0059170|1965|http://ia.media-imdb.com/images/M/MV5BMTgyMzI5NjA1OF5BMl5BanBnXkFtZTYwMjQyMjg5._V1._SX214_CR0,0,214,314_.jpg|faster_pussycat_kill_kill|6.9|66|3.8|77|Action^Comedy^Crime^Drama
391|Jason's Lyric|0110186|1994|http://ia.media-imdb.com/images/M/MV5BMTgzMjQ1MjIwM15BMl5BanBnXkFtZTcwODIzOTkyMQ@@._V1._SX214_CR0,0,214,314_.jpg|jasons_lyric|6|66|4|87|Crime^Drama
392|The Secret Adventures of Tom Thumb|0108069|1993|http://ia.media-imdb.com/images/M/MV5BMTk1NTQ4NjM4NV5BMl5BanBnXkFtZTcwNjEzMzkxMQ@@._V1._SY314_CR3,0,214,314_.jpg|secret_adventures_of_tom_thumb|6.3|0|0|0|Adventure^Animation
393|Street Fighter|0111301|1994|http://ia.media-imdb.com/images/M/MV5BMjE2ODY0NDMyOV5BMl5BanBnXkFtZTcwNDQ4NDAzMQ@@._V1._SY314_CR1,0,214,314_.jpg|1058516-street_fighter|2.9|0|2.2|25|Action^Adventure^Fantasy
394|In Cold Blood|0061809|1967|http://ia.media-imdb.com/images/M/MV5BNTMxMDU3NTU0MF5BMl5BanBnXkFtZTcwOTg3NDAwMQ@@._V1._SY314_CR1,0,214,314_.jpg|1010448-in_cold_blood|8.3|80|3.8|83|Comedy
395|Desert Winds|0112849|1995|http://ia.media-imdb.com/images/M/MV5BMjA0NDc0NTU3OF5BMl5BanBnXkFtZTcwMzMyNDkyMQ@@._V1._SY314_CR1,0,214,314_.jpg|desert_winds|4.3|33|4|100|Drama^Fantasy^Romance
396|Fall Time|0113014|1995|http://ia.media-imdb.com/images/M/MV5BMjc0NzQwMzYyOF5BMl5BanBnXkFtZTcwMjQ5NjIyMQ@@._V1._SY314_CR3,0,214,314_.jpg|fall_time|0|0|0|0|Drama
397|Cape Fear|0101540|1991|http://ia.media-imdb.com/images/M/MV5BMTg1MjE0NTk4MV5BMl5BanBnXkFtZTcwODU5MDYyMQ@@._V1._SY296_CR1,0,214,296_.jpg|1037581-cape_fear|6.9|100|3.4|74|Horror
398|Frank and Ollie|0113104|1995|http://ia.media-imdb.com/images/M/MV5BMTU3MTAzNTc1M15BMl5BanBnXkFtZTcwNjQyNTQyMQ@@._V1._SY314_CR3,0,214,314_.jpg|frank-and-ollie|7.3|100|3.9|83|Documentary
401|Mirage|0059448|1965||1013976-mirage|0|0|0|0|Action^Thriller
402|Open Season|0400717|2006|http://ia.media-imdb.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1._SX214_CR0,0,214,314_.jpg|open_season|5.4|54|3.4|66|Comedy
404|Brother Minister: The Assassination of Malcolm X|0109339|1994|http://ia.media-imdb.com/images/M/MV5BMTg3OTU2NTc2NF5BMl5BanBnXkFtZTcwNjIxNDIyMQ@@._V1._SX214_CR0,0,214,314_.jpg|brother_minister|0|100|4.2|90|Documentary
405|Highlander III: The Sorcerer|0110027|1994|http://ia.media-imdb.com/images/M/MV5BMTI1NTQ0MDE2Ml5BMl5BanBnXkFtZTcwMzk0MDU1MQ@@._V1._SY314_CR3,0,214,314_.jpg|highlander1994|0|0|0|0|Action^Sci-Fi
406|Federal Hill|0109785|1994|http://ia.media-imdb.com/images/M/MV5BMTQxOTY4MzMzNF5BMl5BanBnXkFtZTcwMzM4MTMyMQ@@._V1._SX214_CR0,0,214,314_.jpg|federal_hill|6.4|66|3|41|Drama
407|In the Mouth of Madness|0113409|1995|http://ia.media-imdb.com/images/M/MV5BMTc0MzkxOTYxNl5BMl5BanBnXkFtZTcwODY2MzYxMQ@@._V1._SY314_CR8,0,214,314_.jpg|in_the_mouth_of_madness|5|28|3.5|73|Horror^Thriller
408|8 Seconds|0109021|1994|http://ia.media-imdb.com/images/M/MV5BMzE4MjczOTc2MF5BMl5BanBnXkFtZTcwNDMxNTYyMQ@@._V1._SY314_CR4,0,214,314_.jpg|8_seconds|5.2|0|3.6|89|Drama
409|Above the Rim|0109035|1994|http://ia.media-imdb.com/images/M/MV5BMTYyMjc1MDAwNF5BMl5BanBnXkFtZTcwNjgzMDYyMQ@@._V1._SY314_CR3,0,214,314_.jpg|above_the_rim|5.4|50|3.5|84|Drama
410|Addams Family Values|0106220|1993|http://ia.media-imdb.com/images/M/MV5BMTIwMTQ4MDA0MV5BMl5BanBnXkFtZTcwMDg3NTEyMQ@@._V1._SY314_CR3,0,214,314_.jpg|addams_family_values|6.3|57|3.1|57|Comedy
412|The Age of Innocence|0106226|1993|http://ia.media-imdb.com/images/M/MV5BNzI4MjYzMzA5NV5BMl5BanBnXkFtZTcwOTY5OTYyMQ@@._V1._SY314_CR2,0,214,314_.jpg||\N|\N|\N|\N|Drama
413|Airheads|0109068|1994|http://ia.media-imdb.com/images/M/MV5BMjEyMDkwMjE5Ml5BMl5BanBnXkFtZTcwMTU4MDAyMQ@@._V1._SY314_CR4,0,214,314_.jpg|airheads|4.2|37|2.9|51|Comedy
414|The Air Up There|0109067|1994|http://ia.media-imdb.com/images/M/MV5BMTg2NzE0MDI0MF5BMl5BanBnXkFtZTcwOTUyNTUyMQ@@._V1._SY314_CR4,0,214,314_.jpg|air_up_there|4|0|2.6|33|Comedy
415|Another Stakeout|0106292|1993|http://ia.media-imdb.com/images/M/MV5BMTg3MzEzNzMwNl5BMl5BanBnXkFtZTcwNTI5MjIyMQ@@._V1._SY314_CR3,0,214,314_.jpg|another_stakeout|3.9|33|2.5|31|Comedy^Thriller
416|Bad Girls|0109198|1994|http://ia.media-imdb.com/images/M/MV5BOTE4ODIwMzU0MF5BMl5BanBnXkFtZTcwNjgyOTcyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1051219-bad_girls|3.5|0|2.8|49|Western
417|Vicky Cristina Barcelona|0497465|2008|http://ia.media-imdb.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1._SX214_CR0,0,214,314_.jpg|vicky_cristina_barcelona|6.9|82|3.6|73|Comedy^Romance
418|Being Human|1349938|2008|http://ia.media-imdb.com/images/M/MV5BMjA1MzIwMzIzM15BMl5BanBnXkFtZTcwOTM3NzQ5Mg@@._V1._SY240_CR53,0,214,240_.jpg||\N|\N|\N|\N|Drama
419|The Beverly Hillbillies|0106400|1993|http://ia.media-imdb.com/images/M/MV5BNDI0MjA4NzQwMF5BMl5BanBnXkFtZTcwODY4MTcyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1046435-beverly_hillbillies|3.6|37|2.5|40|Comedy
420|Beverly Hills Cop III|0109254|1994|http://ia.media-imdb.com/images/M/MV5BMTM1NTEyODU1OF5BMl5BanBnXkFtZTcwMTQ2MzEyMQ@@._V1._SX214_CR0,0,214,314_.jpg|beverly_hills_cop_3|3.3|0|2.9|50|Action^Comedy^Crime^Thriller
421|Black Beauty|0109279|1994|http://ia.media-imdb.com/images/M/MV5BMjEwNTc3NzI4NF5BMl5BanBnXkFtZTcwOTk3MDcyMQ@@._V1._SY314_CR9,0,214,314_.jpg|1126533-black_friday|0|0|0|0|Adventure^Children
423|Blown Away|0109303|1994|http://ia.media-imdb.com/images/M/MV5BMTUxMzU1Njg4NF5BMl5BanBnXkFtZTcwODg1MzQyMQ@@._V1._SY314_CR1,0,214,314_.jpg|1052838-blown_away|4.8|0|2.9|46|Action^Thriller
424|Blue Chips|0109305|1994|http://ia.media-imdb.com/images/M/MV5BMTMwMzI3MDk0MV5BMl5BanBnXkFtZTcwMzMxMzgyMQ@@._V1._SY314_CR4,0,214,314_.jpg|blue_chips|5.1|37|3|50|Drama
425|Blue Sky|0109306|1994|http://ia.media-imdb.com/images/M/MV5BMTU2NjMxODYzNl5BMl5BanBnXkFtZTcwNzUxOTQyMQ@@._V1._SY314_CR3,0,214,314_.jpg|blue-sky|6.3|66|3.2|52|Drama^Romance
426|Invasion of the Body Snatchers|0049366|1956|http://ia.media-imdb.com/images/M/MV5BMTMzOTIwNTIzMl5BMl5BanBnXkFtZTYwNTA5MjY5._V1._SX214_CR0,0,214,314_.jpg|1010678-invasion_of_the_body_snatchers|8.9|100|3.6|81|Horror^Sci-Fi^Thriller
427|Boxing Helena|0106471|1993|http://ia.media-imdb.com/images/M/MV5BMTAyMzYxOTU2MjNeQTJeQWpwZ15BbWU3MDkxOTA2MjE@._V1._SX214_CR0,0,214,314_.jpg|boxing_helena|3.7|14|2.6|39|Drama^Mystery^Romance^Thriller
428|A Bronx Tale|0106489|1993|http://ia.media-imdb.com/images/M/MV5BMjUyMzIxMzQwN15BMl5BanBnXkFtZTcwNjM0MzAyMQ@@._V1._SY314_CR8,0,214,314_.jpg|bronx_tale|7.4|100|3.9|89|Drama
429|Cabin Boy|0109361|1994|http://ia.media-imdb.com/images/M/MV5BMTIwMjk3OTczNF5BMl5BanBnXkFtZTYwNjM4Mjg5._V1._SX214_CR0,0,214,314_.jpg|cabin_boy|4.9|0|2.4|36|Comedy
430|Calendar Girls|0337909|2003|http://ia.media-imdb.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1._SX214_CR0,0,214,314_.jpg|calendar_girls|6.5|69|3.1|59|Drama
431|Carlito's Way|0106519|1993|http://ia.media-imdb.com/images/M/MV5BNjU1OTE5NDIyNl5BMl5BanBnXkFtZTYwMjg1NDg4._V1._SX214_CR0,0,214,314_.jpg|carlitos_way|6.8|50|3.8|88|Crime^Drama
432|City Slickers II: The Legend of Curly's Gold|0109439|1994|http://ia.media-imdb.com/images/M/MV5BMTY4MzE1MjA3Nl5BMl5BanBnXkFtZTcwMTU4MDcxMQ@@._V1._SY314_CR1,0,214,314_.jpg|city_slickers_ii_the_legend_of_curlys_gold|3.6|0|2.7|34|Adventure^Comedy^Western
433|Clean Slate|0109443|1994|http://ia.media-imdb.com/images/M/MV5BNjU0NTkwMTQ0OF5BMl5BanBnXkFtZTcwNTYwMTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1050560-clean_slate|4.1|0|2.5|33|Comedy
434|Cliffhanger|0106582|1993|http://ia.media-imdb.com/images/M/MV5BMTQzMzc4ODMyN15BMl5BanBnXkFtZTcwMjAxODYyMQ@@._V1._SY314_CR3,0,214,314_.jpg|1044214-cliffhanger|6.3|71|2.8|47|Action^Adventure^Thriller
435|Coneheads|0106598|1993|http://ia.media-imdb.com/images/M/MV5BMTM3NDg1MTkzMl5BMl5BanBnXkFtZTcwMjcwMDgyMQ@@._V1._SY314_CR2,0,214,314_.jpg|coneheads|4.5|37|2.6|37|Comedy^Sci-Fi
436|Color of Night|0109456|1994|http://ia.media-imdb.com/images/M/MV5BMTIzNDg4NTA5MV5BMl5BanBnXkFtZTcwOTg0MjA0MQ@@._V1._SY314_CR4,0,214,314_.jpg|color_of_night|3.9|0|2.7|40|Drama^Thriller
437|Cops and Robbersons|0109480|1994|http://ia.media-imdb.com/images/M/MV5BMTc5Njg0MjE5OF5BMl5BanBnXkFtZTcwOTE1MjUxMQ@@._V1._SX214_CR0,0,214,314_.jpg|cops_and_robbersons|3.5|0|2.5|26|Comedy
438|The Cowboy Way|0109493|1994|http://ia.media-imdb.com/images/M/MV5BMTY1OTQ2OTY5OV5BMl5BanBnXkFtZTYwMzg3MTk5._V1._SX214_CR0,0,214,314_.jpg|cowboy_way|4.2|0|3|61|Action^Comedy^Drama
440|Dave|0106673|1993|http://ia.media-imdb.com/images/M/MV5BNjY4OTc5NTY0NF5BMl5BanBnXkFtZTcwMDMxMjYyMQ@@._V1._SY314_CR9,0,214,314_.jpg|dave|7.4|100|3.1|63|Comedy^Romance
441|Dazed and Confused|0106677|1993|http://ia.media-imdb.com/images/M/MV5BMTMyMDAyODE3NF5BMl5BanBnXkFtZTcwMTEyMzYyMQ@@._V1._SY314_CR5,0,214,314_.jpg|dazed_and_confused|7.9|85|3.8|89|Comedy
442|Demolition Man|0106697|1993|http://ia.media-imdb.com/images/M/MV5BMjE2OTEzNzk0MV5BMl5BanBnXkFtZTcwMzQ3MTEyMQ@@._V1._SY314_CR10,0,214,314_.jpg|demolition_man|5.6|37|3|60|Action^Adventure^Sci-Fi
443|The Endless Summer 2|0109729|1994|http://ia.media-imdb.com/images/M/MV5BMTk4ODE2OTA1Nl5BMl5BanBnXkFtZTcwMDQ2ODkxMQ@@._V1._SY314_CR3,0,214,314_.jpg|endless_summer_ii_the_the_journey_continues|5.8|40|4|89|Documentary
444|Even Cowgirls Get the Blues|0106834|1993|http://ia.media-imdb.com/images/M/MV5BMTIzMjY3MDY4Ml5BMl5BanBnXkFtZTcwMjY2MzcyMQ@@._V1._SY314_CR17,0,214,314_.jpg|even_cowgirls_get_the_blues|3.2|0|2.6|31|Comedy^Romance
445|Fatal Instinct|0106873|1993|http://ia.media-imdb.com/images/M/MV5BMTUyNzc2ODU5Nl5BMl5BanBnXkFtZTYwNzAxNDg5._V1._SY314_CR1,0,214,314_.jpg|1046049-fatal_instinct|4.2|12|2.6|36|Comedy
446|Ba wang bie ji|0106332|1993|http://ia.media-imdb.com/images/M/MV5BNTYyMDE5MDY5OF5BMl5BanBnXkFtZTcwOTI4MzUyMQ@@._V1._SY314_CR3,0,214,314_.jpg|farewell_to_my_concubine|7.4|80|4.1|91|Drama^Romance
447|The Favor|0109783|1994|http://ia.media-imdb.com/images/M/MV5BMTQ0NDkwNTkwNl5BMl5BanBnXkFtZTcwODAyOTYzMQ@@._V1._SX214_CR0,0,214,314_.jpg|favor|4.9|0|2.8|23|Comedy^Romance
448|Huo Yuan Jia|0446059|2006|http://ia.media-imdb.com/images/M/MV5BMTI5MjA2Mzk2M15BMl5BanBnXkFtZTcwODY1MDUzMQ@@._V1._SX214_CR0,0,214,314_.jpg|fearless-a-chinese-hero|0|0|0|0|Drama
449|Fear of a Black Hat|0106880|1994|http://ia.media-imdb.com/images/M/MV5BMTIxOTE5Mzk1M15BMl5BanBnXkFtZTcwNTAzMTAwMQ@@._V1._SY314_CR0,0,214,314_.jpg|fear_of_a_black_hat|7|100|3.8|81|Comedy
450|With Honors|0111732|1994|http://ia.media-imdb.com/images/M/MV5BMTkzMjA3NTk4MF5BMl5BanBnXkFtZTcwNDg3MzIyMQ@@._V1._SY314_CR3,0,214,314_.jpg|with_honors|4|0|3.3|72|Comedy^Drama
451|Flesh and Bone|0106926|1993|http://ia.media-imdb.com/images/M/MV5BMjAxMTMxNDgwNl5BMl5BanBnXkFtZTcwODU5MTQyMQ@@._V1._SY314_CR4,0,214,314_.jpg|flesh_and_bone|6.1|33|3|40|Drama^Mystery^Romance
452|Widows' Peak|0111712|1994|http://ia.media-imdb.com/images/M/MV5BMTIwOTA3Nzg4NF5BMl5BanBnXkFtZTcwOTUwMjgyMQ@@._V1._SY314_CR5,0,214,314_.jpg|widows_peak|7.1|100|3.2|46|Drama
453|For Love or Money|0106941|1993|http://ia.media-imdb.com/images/M/MV5BMTU1NTUwNTQwM15BMl5BanBnXkFtZTcwODE4ODcxMQ@@._V1._SY314_CR3,0,214,314_.jpg||\N|\N|\N|\N|Comedy
454|The Firm|0106918|1993|http://ia.media-imdb.com/images/M/MV5BMTI3OTI4Mzg5MV5BMl5BanBnXkFtZTcwMjY3NTkxMQ@@._V1._SY314_CR1,0,214,314_.jpg|1044522-firm|6.2|44|3.2|61|Drama^Thriller
455|Free Willy|0106965|1993|http://ia.media-imdb.com/images/M/MV5BMTIwNDc5MzAxNV5BMl5BanBnXkFtZTYwOTE2NDE5._V1._SY314_CR2,0,214,314_.jpg|free_willy|5.5|66|2.9|48|Adventure^Children^Drama
456|Fresh|0109842|1994|http://ia.media-imdb.com/images/M/MV5BMTIyNzQ1NjMwOF5BMl5BanBnXkFtZTcwMjM1MDMyMQ@@._V1._SY314_CR2,0,214,314_.jpg|fresh|7.5|100|4|90|Crime^Drama^Thriller
457|The Fugitive|0106977|1993|http://ia.media-imdb.com/images/M/MV5BMTM5MjEyOTg0OF5BMl5BanBnXkFtZTYwMjEzMjE5._V1._SY314_CR2,0,214,314_.jpg|1046129-fugitive|7.6|100|3.6|82|Thriller
458|Geronimo: An American Legend|0107004|1993|http://ia.media-imdb.com/images/M/MV5BMjEyMTMyNTc4MF5BMl5BanBnXkFtZTcwMzcxNjUyMQ@@._V1._SX43_SY60_.jpg|geronimo_an_american_legend|6.2|33|3.2|53|Drama^Western
459|A Perfect Getaway|0971209|2009|http://ia.media-imdb.com/images/M/MV5BMjA3NzcxNzAwOV5BMl5BanBnXkFtZTcwNTgyNDU2Mg@@._V1._SX214_CR0,0,214,314_.jpg|a_perfect_getaway|5.8|62|3.2|50|Action^Adventure^Crime^Drama^Romance^Thriller
460|Getting Even with Dad|0109891|1994|http://ia.media-imdb.com/images/M/MV5BMjAyNzYyOTMxOV5BMl5BanBnXkFtZTcwODA1ODQyMQ@@._V1._SY314_CR2,0,214,314_.jpg|getting_even_with_dad|3.3|0|2.4|29|Comedy
461|Go Fish|0109913|1994|http://ia.media-imdb.com/images/M/MV5BMjEwODAzMzM5N15BMl5BanBnXkFtZTcwMDcxNjEyMQ@@._V1._SX214_CR0,0,214,314_.jpg|1062542-go_fish|6.6|80|3.2|54|Drama^Romance
462|A Good Man in Africa|0109920|1994|http://ia.media-imdb.com/images/M/MV5BMTc4MjM0MjExN15BMl5BanBnXkFtZTYwNjgwNjg5._V1._SX214_CR0,0,214,314_.jpg|good_man_in_africa|4.4|0|2.9|34|Action^Adventure
463|Guilty as Sin|0107057|1993|http://ia.media-imdb.com/images/M/MV5BNDg3NTgzMDc2MV5BMl5BanBnXkFtZTcwNTQ2MzQyMQ@@._V1._SY314_CR0,0,214,314_.jpg|guilty_as_sin|5.2|66|2.8|30|Crime^Drama^Thriller
464|Hard Target|0107076|1993|http://ia.media-imdb.com/images/M/MV5BODQxMzY3MTY0MF5BMl5BanBnXkFtZTcwNTg2MDgxMQ@@._V1._SY314_CR4,0,214,314_.jpg|hard_target|5.2|57|0|0|Action^Adventure^Crime^Thriller
465|Heaven & Earth|0107096|1993|http://ia.media-imdb.com/images/M/MV5BMTMyMTMyMTY3Ml5BMl5BanBnXkFtZTcwMTMyMzMzMQ@@._V1._SX214_CR0,0,214,314_.jpg|1048333-heaven_and_earth|5.2|40|3.6|71|Action^Drama^War
466|Hot Shots! Part Deux|0107144|1993|http://ia.media-imdb.com/images/M/MV5BMTU2NDYxNjM0Ml5BMl5BanBnXkFtZTcwNjc3OTQ1MQ@@._V1._SY314_CR7,0,214,314_.jpg|hot_shots_part_deux|5.6|50|3|61|Action^Comedy^War
467|Live Nude Girls|0113674|1995|http://ia.media-imdb.com/images/M/MV5BMTQxMzEwMTQxN15BMl5BanBnXkFtZTcwMjI2NjY0MQ@@._V1._SY314_CR2,0,214,314_.jpg|live_nude_girls|4.4|100|3.2|46|Comedy
468|The Englishman Who Went Up a Hill But Came Down a Mountain|0112966|1995|http://ia.media-imdb.com/images/M/MV5BMTc3NjQ4Nzc3NF5BMl5BanBnXkFtZTcwNjg1NzUxMQ@@._V1._SY314_CR2,0,214,314_.jpg|englishman_who_went_up_a_hill_but_came_down_a_mountain|5.8|80|3|50|Comedy^Romance
469|The House of the Spirits|0107151|1993|http://ia.media-imdb.com/images/M/MV5BMTg2NTYxMjE2N15BMl5BanBnXkFtZTcwMDY2MjQyMQ@@._V1._SY314_CR4,0,214,314_.jpg|house_of_the_spirits|5.4|33|3.7|74|Drama^Romance
470|House Party 3|0110064|1994|http://ia.media-imdb.com/images/M/MV5BMTExMzk2MTc1NjleQTJeQWpwZ15BbWU3MDM3NDYwMDE@._V1._SY314_CR6,0,214,314_.jpg|house_party_3|2.7|0|0|0|Comedy
471|The Hudsucker Proxy|0110074|1994|http://ia.media-imdb.com/images/M/MV5BMTgzNjE1Mjk5MV5BMl5BanBnXkFtZTcwNDQwOTkyMQ@@._V1._SY314_CR1,0,214,314_.jpg|hudsucker_proxy|6.2|22|3.6|80|Comedy^Drama^Fantasy^Romance
472|I'll Do Anything|0110097|1994|http://ia.media-imdb.com/images/M/MV5BMjA1Njk4NDYxMl5BMl5BanBnXkFtZTcwNTk4NTMyMQ@@._V1._SY314_CR1,0,214,314_.jpg|ill_do_anything|5.2|100|3|40|Comedy^Drama
473|In the Army Now|0110123|1994|http://ia.media-imdb.com/images/M/MV5BMTI2MjE4ODY0N15BMl5BanBnXkFtZTcwNzIzMjAwMQ@@._V1._SY314_CR0,0,214,314_.jpg|in_the_army_now|2.2|0|2.5|47|Comedy^War
474|In the Line of Fire|0107206|1993|http://ia.media-imdb.com/images/M/MV5BMTI0OTcyNDMxN15BMl5BanBnXkFtZTcwNDM4NDMyMQ@@._V1._SY314_CR1,0,214,314_.jpg|in_the_line_of_fire|7.6|85|3.4|72|Action^Thriller
475|In the Name of the Father|0107207|1993|http://ia.media-imdb.com/images/M/MV5BMTM4MTk0NjM1N15BMl5BanBnXkFtZTcwMzA0OTcyMQ@@._V1._SY314_CR4,0,214,314_.jpg|in_the_name_of_the_father|7.6|88|4|92|Drama
476|The Inkwell|0110137|1994|http://ia.media-imdb.com/images/M/MV5BNDQ2NDk5Nzc2OV5BMl5BanBnXkFtZTcwMTExNzUyMQ@@._V1._SY314_CR3,0,214,314_.jpg|inkwell|5|50|3.8|78|Comedy^Drama
477|What's Love Got to Do with It|0108551|1993|http://ia.media-imdb.com/images/M/MV5BMTU2ODIxMDE2NV5BMl5BanBnXkFtZTcwMTY0MzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg|whats_love_got_to_do_with_it|7.5|100|3.6|83|Drama^Musical
478|Jimmy Hollywood|0110197|1994|http://ia.media-imdb.com/images/M/MV5BMzgxMjk2MzEzNV5BMl5BanBnXkFtZTcwMTU3ODYyMQ@@._V1._SY314_CR23,0,214,314_.jpg|jimmy_hollywood|4.1|0|2.5|24|Comedy^Crime^Drama
479|Judgment Night|0107286|1993|http://ia.media-imdb.com/images/M/MV5BNzg3MzU0MzQ0MV5BMl5BanBnXkFtZTcwOTEzMjQyMQ@@._V1._SX78_SY140_.jpg|judgment_night|4.2|20|3.1|53|Action^Crime^Thriller
480|Jurassic Park|0107290|1993|http://ia.media-imdb.com/images/M/MV5BMTc2NDIxNTQyNF5BMl5BanBnXkFtZTcwNzIwMzM3MQ@@._V1._SX214_CR0,0,214,314_.jpg|jurassic_park|7.2|90|3.6|81|Action^Adventure^Sci-Fi^Thriller
481|Kalifornia|0107302|1993|http://ia.media-imdb.com/images/M/MV5BMzA1MTU4OTg2N15BMl5BanBnXkFtZTcwMTA1NjcyMQ@@._V1._SX214_CR0,0,214,314_.jpg|kalifornia|6.2|50|3.2|63|Drama^Thriller
482|Killing Zoe|0110265|1993|http://ia.media-imdb.com/images/M/MV5BMTM4NTU3NzU2N15BMl5BanBnXkFtZTcwNzQwMTE0MQ@@._V1._SY314_CR10,0,214,314_.jpg|killing_zoe|5.1|0|3.4|65|Action^Crime
483|King of the Hill|0107322|1993|http://ia.media-imdb.com/images/M/MV5BMTQ0MzM0NjM3N15BMl5BanBnXkFtZTcwODgzMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg|1046045-king_of_the_hill|7.9|85|3.6|77|Drama
484|Lassie|0110305|1994|http://ia.media-imdb.com/images/M/MV5BMTYwNDg4NjMwMV5BMl5BanBnXkFtZTcwOTgzNTYxMQ@@._V1._SY314_CR5,0,214,314_.jpg|1053155-lassie|6.8|100|2.9|52|Adventure^Children
485|Last Action Hero|0107362|1993|http://ia.media-imdb.com/images/M/MV5BNDg4OTg5MTc0NV5BMl5BanBnXkFtZTcwOTUxMzgxMQ@@._V1._SY314_CR4,0,214,314_.jpg|last_action_hero|4.9|20|2.6|43|Action^Adventure^Comedy^Fantasy
486|Life with Mikey|0107413|1993|http://ia.media-imdb.com/images/M/MV5BMTg1NTk2ODMwOV5BMl5BanBnXkFtZTcwOTY4NTUyMQ@@._V1._SY314_CR7,0,214,314_.jpg|life_with_mikey|3.9|0|2.8|39|Comedy
487|Lightning Jack|0110353|1994|http://ia.media-imdb.com/images/M/MV5BMjA2NzcyNzg2Ml5BMl5BanBnXkFtZTcwNjMyNzAwMQ@@._V1._SY314_CR8,0,214,314_.jpg|lightning_jack|3.4|16|2.8|43|Comedy^Western
488|M. Butterfly|0107468|1993|http://ia.media-imdb.com/images/M/MV5BMTQ3MTk3NDE1NV5BMl5BanBnXkFtZTcwNjk0MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg|the-thistle-and-the-lotus|0|0|0|0|Drama
489|Made in America|0107478|1993|http://ia.media-imdb.com/images/M/MV5BMTY0MzQ0NzYwNF5BMl5BanBnXkFtZTcwMDUxOTMyMQ@@._V1._SY314_CR6,0,214,314_.jpg|1043960-made_in_america|3.9|33|2.5|38|Comedy
490|Malice|0107497|1993|http://ia.media-imdb.com/images/M/MV5BODE1NTQwOTI5Ml5BMl5BanBnXkFtZTcwOTc4NzQyMQ@@._V1._SY314_CR8,0,214,314_.jpg|malice|5.8|0|3|42|Thriller
491|The Man Without a Face|0107501|1993|http://ia.media-imdb.com/images/M/MV5BMTIzNTYwNzIxNV5BMl5BanBnXkFtZTYwOTE4Nzg5._V1._SX214_CR0,0,214,314_.jpg|man_without_a_face|5.7|66|3.1|63|Drama
492|Manhattan Murder Mystery|0107507|1993|http://ia.media-imdb.com/images/M/MV5BMTg0MzIyNjQ1NF5BMl5BanBnXkFtZTcwODU2MjYxMQ@@._V1._SY314_CR3,0,214,314_.jpg|manhattan_murder_mystery|6.9|100|3.7|81|Comedy^Mystery
493|Menace II Society|0107554|1993|http://ia.media-imdb.com/images/M/MV5BMjA3NTcwMzUwOV5BMl5BanBnXkFtZTcwMjc1NTYyMQ@@._V1._SY314_CR2,0,214,314_.jpg|menace_ii_society|7.4|87|3.8|88|Action^Crime^Drama
494|Executive Decision|0116253|1996|http://ia.media-imdb.com/images/M/MV5BMTI5OTA0NDEyOF5BMl5BanBnXkFtZTcwNjY2MDgxMQ@@._V1._SY314_CR8,0,214,314_.jpg|executive_decision|6|60|2.9|51|Action^Adventure^Thriller
